Раздел,Глава,Наименование,GNG_text
72,7217,"Проволока из железа или нелегированной стали, прочая, содержащая 0.6 мас.% или более углерода",72179090
72,7218,Сталь коррозионностойкая в слитках или прочих первичных формах; полуфабрикаты из коррозионностойкой стали,72180000
72,7218,Слитки и прочие первичные формы из коррозионностойкой стали,72181000
72,7218,Полуфабрикаты  из  коррозионностойкой  стали  прямоугольного  (кроме  квадратного)  поперечного сечения,72189100
72,7218,"Полуфабрикаты  из  коррозионностойкой  стали  прямоугольного  (кроме  квадратного)  поперечного
сечения, содержащей 2.5 мас.% или более никеля",72189110
72,7218,"Полуфабрикаты  из  коррозионностойкой  стали  прямоугольного  (кроме  квадратного)  поперечного
сечения, содержащей менее 2.5 мас.% никеля",72189180
72,7218,"Полуфабрикаты из коррозионностойкой стали, прочие",72189900
72,7218,"Полуфабрикаты  из  коррозионностойкой  стали  квадратного  поперечного  сечения,  катаные  или литые",72189911
72,7218,"Полуфабрикаты из коррозионностойкой стали квадратного поперечного сечения, кованые",72189919
72,7218,"Полуфабрикаты     из     коррозионностойкой     стали,     кроме     полуфабрикатов     прямоугольного (квадратного) поперечного сечения, катаные или полученные непрерывным литьем",72189920
72,7218,"Полуфабрикаты     из     коррозионностойкой     стали,     кроме     полуфабрикатов     прямоугольного
(квадратного), кованные",72189980
72,7219,"Прокат плоский из коррозионностойкой cтали, шириной 600 мм или более",72190000
72,7219,"Прокат  плоский  из  коррозионностойкой  cтали,  шириной  600  мм  или  более  без  дальнейшей
обработки, кроме горячей прокатки, в рулонах толщиной более 10 мм",72191100
72,7219,"Прокат  плоский  из  коррозионностойкой  cтали,  шириной  600  мм  или  более  без  дальнейшей
обработки, кроме горячей прокатки, в рулонах толщиной 4.75 мм или более, но не более 10 мм",72191200
72,7219,"Прокат  плоский  из  коррозионностойкой  cтали,  шириной  600  мм  или  более  без  дальнейшей обработки,  кроме  горячей  прокатки,  в  рулонах  толщиной  4.75  мм  или  более,  но  не  более  10  мм, содержащий 2.5 мас.% или более никеля",72191210
72,7219,"Прокат  плоский  из  коррозионностойкой  cтали,  шириной  600  мм  или  более  без  дальнейшей
обработки,  кроме  горячей  прокатки,  в  рулонах  толщиной  4.75  мм  или  более,  но  не  более  10  мм содержащий менее 2.5 мас.% никеля",72191290
72,7219,"Прокат  плоский  из  коррозионностойкой  cтали,  шириной  600  мм  или  более,  толщиной  3  мм  или более, но менее 4.75 мм",72191300
72,7219,"Прокат  плоский  из  коррозионностойкой  cтали,  шириной  600  мм  или  более,  толщиной  3  мм  или более, но менее 4.75 мм, содержащий 2.5 мас.% или более никеля",72191310
72,7219,"Прокат  плоский  из  коррозионностойкой  cтали,  шириной  600  мм  или  более,  толщиной  3  мм  или
более, но менее 4.75 мм, содержащий менее 2.5 мас.% никеля",72191390
72,7219,"Прокат плоский из коррозионностойкой cтали, шириной 600 мм или более, толщиной менее  3 мм",72191400
72,7219,"Прокат плоский из коррозионностойкой cтали, шириной 600 мм или более, толщиной менее  3 мм,
содержащий 2.5 мас.% или более никеля",72191410
72,7219,"Прокат плоский из коррозионностойкой cтали, шириной 600 мм или более, толщиной менее  3 мм,
содержащий менее 2.5 мас.% никеля",72191490
72,7219,"Прокат  плоский  из  коррозионностойкой  cтали,  шириной  600  мм  или  более  без  дальнейшей обработки, кроме горячей прокатки, не в рулонах толщиной более 10 мм",72192100
72,7219,"Прокат  плоский  из  коррозионностойкой  cтали,  шириной  600  мм  или  более  без  дальнейшей обработки, кроме горячей прокатки, не в рулонах толщиной более 10 мм содержащий 2.5 мас.% или более никеля",72192110
72,7219,"Прокат  плоский  из  коррозионностойкой  cтали,  шириной  600  мм  или  более  без  дальнейшей
обработки,  кроме  горячей  прокатки,  не  в  рулонах  толщиной  более  10  мм  содержащий  менее
2.5 мас.% никеля",72192190
72,7219,"Прокат  плоский  из  коррозионностойкой  cтали,  шириной  600  мм  или  более  без  дальнейшей обработки, кроме горячей прокатки, не в рулонах, толщиной 4.75 мм или более, но не более  10 мм",72192200
72,7219,"Прокат  плоский  из  коррозионностойкой  cтали,  шириной  600  мм  или  более  без  дальнейшей обработки, кроме горячей прокатки, не в рулонах толщиной 4.75 мм или более, но не более  10 мм,
содержащий 2.5 мас.% или более никеля",72192210
72,7219,"Прокат  плоский  из  коррозионностойкой  cтали,  шириной  600  мм  или  более  без  дальнейшей
обработки, кроме горячей прокатки, не в рулонах толщиной 4.75 мм или более, но не более  10 мм содержащий менее 2.5 мас.% никеля",72192290
72,7219,"Прокат  плоский  из  коррозионностойкой  cтали,  шириной  600  мм  или   более  без  дальнейшей
обработки, кроме горячей прокатки, не в рулонах толщиной от 3 мм до 4.75 мм",72192300
72,7219,"Прокат  плоский  из  коррозионностойкой  cтали,  шириной  600  мм  или  более  без  дальнейшей
обработки, кроме горячей прокатки, не в рулонах толщиной менее 3 мм",72192400
72,7219,"Прокат  плоский  из  коррозионностойкой  cтали,  шириной  600  мм  или  более  без  дальнейшей обработки, кроме холодной прокатки толщиной 4.75 мм или более",72193100
72,7219,"Прокат  плоский  из  коррозионностойкой  cтали,  шириной  600  мм  или  более  без  дальнейшей
обработки, кроме холодной прокатки толщиной от 3 мм до 4.75 мм",72193200
72,7219,"Прокат  плоский  из  коррозионностойкой  cтали,  шириной  600  мм  или  более  без  дальнейшей обработки,  кроме  холодной  прокатки  толщиной  от  3  мм  до  4.75  мм,  содержащий  2.5  мас.%  или
более никеля",72193210
72,7219,"Прокат  плоский  из  коррозионностойкой  cтали,  шириной  600  мм  или  более  без  дальнейшей обработки,  кроме  холодной  прокатки  толщиной  3  мм  или  более,  но  менее  4.75  мм  содержащий
менее 2.5 мас.% никеля",72193290
72,7219,"Прокат  плоский  из  коррозионностойкой  cтали,  шириной  600  мм  или  более  без  дальнейшей
обработки, кроме холодной прокатки толщиной более 1 мм, но менее 3 мм",72193300
72,7219,"Прокат  плоский  из  коррозионностойкой  cтали,  шириной  600  мм  или  более  без  дальнейшей
обработки, кроме холодной прокатки толщиной более 1 мм, но менее 3 мм содержащий  2.5 мас.% или более никеля",72193310
72,7219,"Прокат  плоский  из  коррозионностойкой  cтали,  шириной  600  мм  или  более  без  дальнейшей
обработки,  кроме  холодной  прокатки  толщиной  более  1  мм,  но  менее  3  мм  содержащий  менее
2.5 мас.% никеля",72193390
72,7219,"Прокат  плоский  из  коррозионностойкой  cтали,  шириной  600  мм  или  более  без  дальнейшей
обработки, кроме холодной прокатки толщиной 0.5 мм или более, но не более 1 мм",72193400
72,7219,"Прокат   плоский   из   коррозионностойкой   cтали,   шириной   600мм   или   более   без   дальнейшей
обработки, кроме холодной прокатки толщиной 0.5  мм или более, но  не более 1  мм содержащий
2.5 мас.% или более никеля",72193410
72,7219,"Прокат  плоский  из  коррозионностойкой  cтали,  шириной  600  мм  или  более  без  дальнейшей обработки, кроме холодной прокатки толщиной 0.5 мм или более, но не более 1 мм, содержащий
менее 2.5 мас.% никеля",72193490
72,7219,"Прокат  плоский  из  коррозионностойкой  cтали,  шириной  600  мм  или  более  без  дальнейшей
обработки, кроме холодной прокатки толщиной менее 0.5 мм",72193500
72,7219,"Прокат  плоский  из  коррозионностойкой  cтали,  шириной  600  мм  или  более  без  дальнейшей обработки,  кроме  холодной  прокатки  толщиной  менее  0.5  мм  содержащий  2.5  мас.%  или  более никеля",72193510
72,7219,"Прокат  плоский  из  коррозионностойкой  cтали,  шириной  600  мм  или  более  без  дальнейшей
обработки, кроме холодной прокатки толщиной менее 0.5 мм содержащий менее 2.5 мас.% никеля",72193590
72,7219,"Прокат плоский из коррозионностойкой cтали, шириной 600 мм или более, прочий",72199000
72,7219,"Прокат    плоский    из    коррозионностойкой    cтали,    шириной    600    мм    или    более,    прочий, перфорированный",72199020
72,7219,"Прокат   плоский   из   коррозионностойкой   cтали,   шириной   600   мм   или   более,   прочий,   кроме выделенного отдельно",72199080
72,7220,"Прокат плоский из коррозионностойкой стали, шириной менее 600 мм",72200000
72,7220,"Прокат плоский из коррозионностойкой стали, шириной менее 600 мм без дальнейшей обработки, кроме горячей прокатки толщиной 4.75 мм или более",72201100
72,7220,"Прокат плоский из коррозионностойкой стали, шириной менее 600 мм без дальнейшей обработки,
кроме горячей прокатки толщиной менее 4.75 мм",72201200
72,7220,"Прокат плоский из коррозионностойкой стали, шириной менее 600 мм без дальнейшей обработки,
кроме холодной прокатки",72202000
72,7220,"Прокат плоский из коррозионностойкой стали, шириной менее 600 мм, без дальнейшей обработки, кроме холодной прокатки толщиной 3 мм или более, содержащий 2.5 мас.% или более никеля",72202021
72,7220,"Прокат плоский из коррозионностойкой стали, шириной менее 600 мм, без дальнейшей обработки, кроме холодной прокатки толщиной 3 мм или более, содержащий менее 2.5 мас.% никеля",72202029
72,7220,"Прокат плоский из коррозионностойкой стали, шириной менее 600 мм, без дальнейшей обработки, кроме  холодной  прокатки,  толщиной  более  0.35  мм,  но  менее  3  мм,  содержащий  2.5  мас.%  или
более никеля",72202041
72,7220,"Прокат плоский из коррозионностойкой стали, шириной менее 600 мм, без дальнейшей обработки,
кроме холодной прокатки, толщиной более 0.35 мм, но менее 3 мм, содержащий менее 2.5 мас.% никеля",72202049
72,7220,"Прокат плоский из коррозионностойкой стали, шириной менее 600 мм, без дальнейшей обработки,
кроме холодной прокатки, толщиной не более 0.35 мм, содержащий 2.5 мас.% или более никеля",72202081
72,7220,"Прокат плоский из коррозионностойкой стали, шириной менее 600 мм, без дальнейшей обработки,
кроме холодной прокатки, толщиной не более 0.35 мм, содержащий менее 2.5 мас.% никеля",72202089
72,7220,"Прокат плоский из коррозионностойкой стали, шириной менее 600 мм, прочий",72209000
72,7220,"Прокат плоский из коррозионностойкой стали, шириной менее 600 мм, прочий, перфорированный",72209020
72,7220,"Прокат  плоский  из  коррозионностойкой  стали,  шириной  менее  600  мм,  прочий,  не  выделенный
отдельно",72209080
72,7221,"Прутки горячекатаные, из коррозионностойкой стали",72210000
72,7221,"Прутки горячекатаные, из коррозионностойкой стали, содержащие 2.5 мас.% или более никеля",72210010
72,7221,"Прутки горячекатаные, из коррозионностойкой стали, содержащие менее 2.5 мас.% никеля",72210090
72,7222,"Прутки из коррозионностойкой стали прочие; уголки, фасонные и специальные профили из коррозионностойкой стали",72220000
72,7222,"Прутки из коррозионностойкой стали без дальнейшей обработки, кроме горячей прокатки круглого
сечения",72221100
72,7222,"Прутки из коррозионностойкой стали без дальнейшей обработки, кроме горячей прокатки круглого сечения, диаметром 80 мм или более, содержащие 2.5 мас.% или более никеля",72221111
72,7222,"Прутки из коррозионностойкой стали без дальнейшей обработки, кроме горячей прокатки круглого сечения, диаметром 80 мм или более, содержащие менее 2.5 мас.% никеля",72221119
72,7222,"Прутки из коррозионностойкой стали без дальнейшей обработки, кроме горячей прокатки круглого
сечения, диаметром менее 80 мм, содержащие 2.5 мас.% или более никеля",72221181
72,7222,"Прутки из коррозионностойкой стали без дальнейшей обработки, кроме горячей прокатки круглого сечения, диаметром менее 80 мм, содержащие менее 2.5 мас.% никеля",72221189
72,7222,"Прутки из коррозионностойкой стали без дальнейшей обработки, кроме горячей прокатки, прочие",72221900
72,7222,"Прутки   из   коррозионностойкой   стали   без   дальнейшей   обработки,   кроме   горячей   прокатки, содержащие 2.5 мас.% или более никеля менее 2.5 мас.% никеля",72221910
72,7222,"Прутки   из   коррозионностойкой   стали   без   дальнейшей   обработки,   кроме   горячей   прокатки,
содержащие менее 2.5 мас.% никеля",72221990
72,7222,"Прутки из коррозионностойкой стали без дальнейшей обработки, кроме холодной деформации",72222000
72,7222,"Прутки  из  коррозионностойкой  стали  без  дальнейшей  обработки,  кроме  холодной  деформации
круглого cечения диаметром 80 мм или более, содержащие 2.5 мас.% или более никеля",72222011
72,7222,"Прутки  из  коррозионностойкой  стали  без  дальнейшей  обработки,  кроме  холодной  деформации
круглого cечения диаметром 80 мм или более, содержащие менее 2.5 мас.% никеля",72222019
72,7222,"Прутки  из  коррозионностойкой  стали  без  дальнейшей  обработки,  кроме  холодной  деформации круглого  cечения  диаметром 25  мм или более, но  менее 80 мм, содержащие 2.5  мас.% или более никеля",72222021
72,7222,"Прутки  из  коррозионностойкой  стали  без  дальнейшей  обработки,  кроме  холодной  деформации круглого cечения диаметром 25 мм или более, но менее 80 мм, содержащие менее 2.5 мас.% никеля",72222029
72,7222,"Прутки  из  коррозионностойкой  стали  без  дальнейшей  обработки,  кроме  холодной  деформации круглого cечения диаметром менее 25 мм, содержащие 2.5 мас.% или более никеля",72222031
72,7222,"Прутки  из  коррозионностойкой  стали  без  дальнейшей  обработки,  кроме  холодной  деформации круглого cечения диаметром менее 25 мм, содержащие менее 2.5 мас.% никеля",72222039
72,7222,"Прутки  из  коррозионностойкой  стали  без  дальнейшей  обработки,  кроме  холодной  деформации
круглого cечения, содержащие 2.5 мас.% или более никеля",72222081
72,7222,"Прутки  из  коррозионностойкой  стали  без  дальнейшей  обработки,  кроме  холодной  деформации круглого cечения, содержащие менее 2.5 мас.% никеля",72222089
72,7222,"Прутки из коррозионностойкой стали, прочие",72223000
72,7222,"Прутки  горячекатаные,  горячетянутые  или  экструдированные  из  коррозионностойкой  стали,  без дальнейшей обработки, кроме плакирования кованые, содержащие 2.5 мас.% или более никеля",72223051
72,7222,"Прутки  горячекатаные,  горячетянутые  или  экструдированные  из  коррозионностойкой  стали,  без
дальнейшей обработки, кроме плакирования кованые, содержащие менее 2.5 мас.% никеля",72223091
72,7222,"Прутки из коррозионностойкой стали, прочие, кроме поименованных выше",72223097
72,7222,"Уголки, фасонные и специальные профили из коррозионностойкой стали",72224000
72,7222,"Уголки,   фасонные   и   специальные   профили   из   коррозионностойкой   стали   без   дальнейшей обработки, кроме горячей прокатки",72224010
72,7222,"Уголки,   фасонные   и   специальные   профили   из   коррозионностойкой   стали   без   дальнейшей обработки, кроме холодной деформации",72224050
72,7222,"Уголки, фасонные и специальные профили из коррозионностойкой стали, прочие",72224090
72,7223,Проволока из коррозионностойкой стали,72230000
72,7223,"Проволока из коррозионностойкой стали, содержащая  28  мас.% или  более, но  не более 31  мас.%
никеля и 20 мас.% или более, но не более 22 мас.% хрома",72230011
72,7223,"Проволока из коррозионностойкой стали, содержащая 2.5 мас.% или более никеля, прочая",72230019
72,7223,"Проволока из коррозионностойкой стали, содержащая  13  мас.% или  более, но  не более 25  мас.% хрома и 3.5 мас.% или более, но не более 6 мас.% алюминия",72230091
72,7223,"Проволока из коррозионностойкой стали, содержащая менее 2.5 мас.% никеля, прочая",72230099
72,7224,"Сталь легированная в слитках или других первичных формах прочая; полуфабрикаты из
прочих легированных сталей",72240000
72,7224,Слитки и первичные формы из легированной стали,72241000
72,7224,Слитки и первичные формы из инструментальной стали,72241010
72,7224,"Слитки и первичные формы из легированной стали, прочие",72241090
72,7224,Полуфабрикаты из прочих легированных сталей,72249000
72,7224,Полуфабрикаты из инструментальной стали,72249002
72,7224,"Полуфабрикаты   из   стали   быстрорежущей   прямоугольного   сечения   горячекатаные   или   литые
шириной менее двойной толщины",72249003
72,7224,"Полуфабрикаты  из   стали  прямоугольного   сечения   горячекатаные  или   литые  шириной   менее двойной  толщины,  содержащие  не  более  0.7  мас.%  углерода,  0.5  мас.%  или  более,  но  не  более
1.2   мас.%   марганца   и   0.6   мас.%   или   боле",72249005
72,7224,"Полуфабрикаты   из   легированной   стали   прямоугольного   сечения   горячекатаные   или   литые шириной   менее   двойной   толщины,   прочие   (кроме   полуфабрикатов   из   коррозионностойкой,
инструментальной, быстрорежущей стали или стали, имеющей ",72249007
72,7224,"Полуфабрикаты из прочих легированных сталей прямоугольного сечения горячекатаные или литые, прочие",72249014
72,7224,"Полуфабрикаты из прочих легированных сталей прямоугольного сечения горячекатаные или литые, кованые",72249018
72,7224,"Полуфабрикаты  из  прочих  легированных  сталей,  горячекатаные  или  полученные  непрерывной
разливкой, содержащие от 0.9 мас.% до 1.15 мас.% углерода, от 0.5 мас.%, до 2 мас.% хрома и, если содержится, не более 0.5 мас.% молибдена",72249031
72,7224,"Полуфабрикаты  из  прочих  легированных  сталей,  горячекатаные  или  полученные  непрерывной
разливкой, прочие",72249038
72,7224,"Полуфабрикаты  из  прочих  легированных  сталей,  горячекатаные  или  полученные  непрерывной
разливкой, кованые",72249090
72,7225,"Прокат плоский из легированной стали, шириной 600 мм или более",72250000
72,7225,"Прокат   плоский,   шириной   600   мм   или   более   из   стали   кремнистой   электротехнической текстурированной с ориентированным зерном",72251100
72,7225,"Прокат плоский, шириной 600 мм или более из стали кремнистой электротехнической, прочий",72251900
72,7225,"Прокат   плоский,   шириной   600   мм   или   более   из   стали   кремнистой   электротехнической, горячекатаный",72251910
72,7225,"Прокат   плоский,   шириной   600   мм   или   более   из   стали   кремнистой   электротехнической
холоднокатаный",72251990
72,7225,"Прокат  плоский  из  прочих  легированных  сталей,  шириной  600  мм  или  более  без  дальнейшей
обработки, кроме горячей прокатки, в рулонах",72253000
72,7225,"Прокат плоский из инструментальной стали, шириной 600 мм или более, в рулонах",72253010
72,7225,"Прокат плоский из быстрорежущей стали, шириной 600 мм или более, в рулонах",72253030
72,7225,"Прокат  плоский  из  прочих  легированных  сталей,  шириной  600  мм  или  более  без  дальнейшей обработки, кроме горячей прокатки, в рулонах, не выделенный отдельно",72253090
72,7225,"Прокат  плоский  из  прочих  легированных  сталей,  шириной  600  мм  или  более  без  дальнейшей обработки, кроме горячей прокатки, не в рулонах",72254000
72,7225,"Прокат   плоский   из   инструментальной   стали,   шириной   600   мм   или   более,   без   дальнейшей
обработки, кроме горячей прокатки, не в рулонах",72254012
72,7225,"Прокат плоский из быстрорежущей стали, шириной 600 мм или более, без дальнейшей обработки, кроме горячей прокатки, не в рулонах",72254015
72,7225,"Прокат  плоский  из  прочих  легированных  сталей,  не  выделенных  отдельно,  шириной  600  мм  или более без дальнейшей обработки, кроме горячей прокатки, не в рулонах, толщиной более 15 мм",72254040
72,7225,"Прокат  плоский  из  прочих  легированных  сталей,  не  выделенных  отдельно,  шириной  600  мм  или
более  без  дальнейшей  обработки,  кроме  горячей  прокатки,  не  в  рулонах,  толщиной  4.75  мм  или более, но не более 15 мм",72254060
72,7225,"Прокат  плоский  из  прочих  легированных  сталей,  не  выделенных  отдельно,  шириной  600  мм  или
более без дальнейшей обработки, кроме горячей прокатки, не в рулонах, толщиной менее  4.75 мм",72254090
72,7225,"Прокат  плоский  из  прочих  легированных  сталей,  шириной  600  мм  или  более  без  дальнейшей обработки, кроме холодной прокатки, прочий",72255000
72,7225,"Прокат плоский из быстрорежущей стали, шириной 600 мм или более без дальнейшей обработки, кроме холодной прокатки, прочий",72255020
72,7225,"Прокат  плоский  из  прочих  легированных  сталей,  шириной  600  мм  или  более  без  дальнейшей
обработки, кроме холодной прокатки, не выделенный отдельно",72255080
72,7225,"Прокат  плоский  из  прочих  легированных  сталей,  шириной  600  мм  или  более  электролитически оцинкованный",72259100
72,7225,"Прокат плоский из прочих легированных сталей, шириной 600 мм или более оцинкованный иным
способом",72259200
72,7225,"Прокат плоский из прочих легированных сталей, шириной 600 мм или более, кроме оцинкованного иным способом",72259900
72,7226,"Прокат плоский из прочих легированных сталей, шириной менее 600 мм",72260000
72,7226,"Прокат    плоский,    шириной    менее    600    мм    из    стали    кремнистой    электротехнической
текстурированной с ориентированным зерном",72261100
72,7226,"Прокат плоский, шириной менее 600 мм из стали кремнистой электротехнической, прочий",72261900
72,7226,"Прокат плоский, шириной менее 600 мм из стали кремнистой электротехнической без дальнейшей
обработки, кроме горячей прокатки",72261910
72,7226,"Прокат плоский, шириной менее 600 мм из стали кремнистой электротехнической, прочий, кроме
поименованного выше",72261980
72,7226,"Прокат плоский, шириной менее 600 мм из стали быстрорежущей",72262000
72,7226,"Прокат   плоский   из   прочих   легированных   сталей,   шириной   менее   600   мм,   без   дальнейшей
обработки, кроме горячей прокатки",72269100
72,7226,"Прокат  плоский  из  инструментальной  стали,  шириной  менее  600  мм,  без  дальнейшей  обработки, кроме горячей прокатки",72269120
72,7226,"Прокат   плоский   из   прочих   легированных   сталей,   шириной   менее   600   мм,   без   дальнейшей
обработки, кроме горячей прокатки, толщиной 4.75 мм или более",72269191
72,7226,"Прокат   плоский   из   прочих   легированных   сталей,   шириной   менее   600   мм,   без   дальнейшей
обработки, кроме горячей прокатки, толщиной менее 4.75 мм",72269199
72,7226,"Прокат   плоский   из   прочих   легированных   сталей,   шириной   менее   600   мм,   без   дальнейшей обработки, кроме холодной прокатки",72269200
72,7226,"Прокат  плоский  из  прочих  легированных  сталей,  шириной  менее  600  мм,  кроме  оцинкованного иным способом",72269900
72,7226,"Прокат  плоский  из  прочих  легированных  сталей,  шириной  менее  600  мм,  электролитически
оцинкованный",72269910
72,7226,"Прокат  плоский  из  прочих  легированных  сталей,  шириной  менее  600  мм  оцинкованный  иным
способом, кроме электролитического",72269930
72,7226,"Прокат  плоский  из  прочих  легированных  сталей,  шириной  менее  600  мм,  кроме  выделенного отдельно",72269970
72,7227,"Прутки горячекатаные, в свободно смотанных бухтах, из прочих легированных сталей",72270000
72,7227,"Прутки горячекатаные, в свободно смотанных бухтах, из стали быстрорежущей",72271000
72,7227,"Прутки горячекатаные, в свободно смотанных бухтах, из стали кремнемарганцовистой",72272000
72,7227,"Прутки горячекатаные, в свободно смотанных бухтах, из прочих легированных сталей, прочие",72279000
72,7227,"Прутки горячекатаные, в свободно смотанных бухтах, из прочих легированных сталей, содержащие 0.0008  мас.%  или  более  бора  с  содержанием  любого  другого  элемента  менее  минимального
количества",72279010
72,7227,"Прутки горячекатаные, в свободно смотанных бухтах, из прочих легированных сталей, содержащие
0.9 мас.% или более, но не более 1.15 мас.% углерода, 0.5 мас.% или более, но не более 2 мас.% хрома и, если присутствует, не более 0.5 мас.% молибдена",72279050
72,7227,"Прутки  горячекатаные,  в  свободно  смотанных  бухтах,  из  прочих  легированных  сталей,  прочие,
кроме поименованных выше",72279095
72,7228,"Прутки из прочих легированных сталей прочие; уголки, фасонные и специальные профили из прочих легированных сталей; прутки пустотелые для буровых работ из легированной или
нелегированной стали",72280000
72,7228,Прутки из быстрорежущей стали,72281000
72,7228,"Прутки  из  быстрорежущей  стали  без  дальнейшей  обработки,  кроме  горячей  прокатки,  горячего волочения  или  экструдирования,  или  горячекатаные,  горячетянутые  или  экструдированные,  без дальнейшей обработки, кроме плакирования",72281020
72,7228,Прутки из быстрорежущей стали кованые,72281050
72,7228,"Прутки из быстрорежущей стали, кроме выделенных отдельно",72281090
72,7228,Прутки из кремнемарганцовистой стали,72282000
72,7228,"Прутки  из  кремнемарганцовистой  стали  без  дальнейшей  обработки,  кроме  горячей  прокатки, горячего  волочения  или  экструдирования  прямоугольного  сечения,  горячей  прокатки  по  четырем граням",72282010
72,7228,"Прутки  из  кремнемарганцовистой  стали  без  дальнейшей  обработки,  кроме  горячей  прокатки, горячего      волочения      или      экструдирования,      или      горячекатаные,      горячетянутые      или экструдированные, без дальнейшей обработки, кро",72282091
72,7228,"Прутки из кремнемарганцовистой стали, кроме выделенной отдельно",72282099
72,7228,"Прутки  прочие,  без  дальнейшей  обработки,  кроме  горячей  прокатки,  горячего  волочения  или
экструдирования",72283000
72,7228,"Прутки,    без    дальнейшей    обработки,    кроме    горячей    прокатки,    горячего    волочения    или экструдирования из инструментальной стали",72283020
72,7228,"Прутки,    без    дальнейшей    обработки,    кроме    горячей    прокатки,    горячего    волочения    или экструдирования из инструментальной стали, содержащие от 0.9 мас.% до 1.15 мас.% углерода, от
0.5 мас.% до 2 мас.% хрома и, если присутствует, не б",72283041
72,7228,"Прутки,    без    дальнейшей    обработки,    кроме    горячей    прокатки,    горячего    волочения    или экструдирования из инструментальной стали, содержащие от 0.9 мас.% до 1.15 мас.% углерода, от
0.5 мас.% до 2 мас.% хрома и, если присутствует, не б",72283049
72,7228,"Прутки,    без    дальнейшей    обработки,    кроме    горячей    прокатки,    горячего    волочения    или
экструдирования круглого сечения диаметром 80 мм или более",72283061
72,7228,"Прутки,    без    дальнейшей    обработки,    кроме    горячей    прокатки,    горячего    волочения    или экструдирования круглого сечения диаметром менее 80 мм",72283069
72,7228,"Прутки,    без    дальнейшей    обработки,    кроме    горячей    прокатки,    горячего    волочения    или
экструдирования, прямоугольного сечения, прокатанные по четырем граням",72283070
72,7228,"Прутки,    без    дальнейшей    обработки,    кроме    горячей    прокатки,    горячего    волочения    или
экструдирования, кроме круглого сечения",72283089
72,7228,"Прутки, без дальнейшей обработки, кроме ковки",72284000
72,7228,"Прутки, без дальнейшей обработки, кроме ковки, из инструментальной стали",72284010
72,7228,"Прутки, без дальнейшей обработки, кроме ковки, кроме прутков из инструментальной стали",72284090
72,7228,"Прутки,   без   дальнейшей   обработки,   кроме   холодной   деформации   или   отделки   в   холодном состоянии",72285000
72,7228,"Прутки,   без   дальнейшей   обработки,   кроме   холодной   деформации   или   отделки   в   холодном
состоянии из инструментальной стали",72285020
72,7228,"Прутки,   без   дальнейшей   обработки,   кроме   холодной   деформации   или   отделки   в   холодном состоянии, содержащие от 0.9 мас.% до 1.15 мас.% углерода, от 0.5 мас.% до 2 мас.% хрома и, если
присутствует, не более 0.5 мас.% молибдена",72285040
72,7228,"Прутки,   без   дальнейшей   обработки,   кроме   холодной   деформации   или   отделки   в   холодном состоянии круглого сечения диаметром 80 мм или более",72285061
